1/01/2009	dimitri polyakov, l'espion parfait
7/02/2009	la bolivie - 1
4/02/2009	la bolivie - 2
1/02/2009	le 11 septembre 1968, le crash de la caravelle ajaccio-nice
8/02/2009	L'affaire Rene Lucet
7/03/2009	mai 1967 : emeutes et massacre a pointe-a-pitre
4/03/2009	l'estonie - 1
1/03/2009	l'estonie - 2
8/03/2009	mai 1999, le bombardement de l'ambassade chinoise a belgrade par l'otan
4/04/2009	madagascar et la france - 1
1/04/2009	madagascar et la france - 2
8/04/2009	janvier 1991, les chars sovietiques dans vilnius
5/04/2009	ed wilson, l'agent voyou de la cia
2/05/2009	le dc3 fantome
9/05/2009	11 septembre 2001 : le jihad afghan - 1
6/05/2009	11 septembre 2001 - 2
3/05/2009	11 septembre 2001 - 3
0/05/2009	Le massacre de la place Tiananmen
6/06/2009	Les Tamouls du Sri Lanka
3/06/2009	1964, le putsch rate contre leon m'ba president du gabon (R)
0/06/2009	La sulfureuse affaire Altantuya en Malaisie
7/06/2009	Le Congo Brazzaville
4/07/2009	Jonas Savimbi - 1 (R)
1/07/2009	Jonas Savimbi (2) (R)
8/07/2009	L'affaire Rene Lucet (R)
5/07/2009	Dimitri Polyakov, l'espion parfait (R)
1/08/2009	1959, la mort de Camilo Cienfuegos (R)
8/08/2009	Le Carrefour du Developpement (R)
5/08/2009	L'affaire Alexi (R)
2/08/2009	mai 1967 : emeutes et massacre a pointe-a-pitre (R)
9/08/2009	la papouasie occidentale annexee et pillee par l'indonesie (R)
5/09/2009	La taupe du quai d'Orsay
2/09/2009	Reseau Ergenekon : le Gladio turc? - 1
9/09/2009	Reseau Ergenekon : le Gladio turc? - 2
6/09/2009	Mai 1987, l'attaque du USS Stark en pleine guerre entre l'Iran et l'Irak - 1
3/10/2009	Mai 1987, l'attaque du USS Stark en pleine guerre entre l'Iran et l'Irak - 2
0/10/2009	Retour en Somalie - 1
7/10/2009	Retour en Somalie - 2
4/10/2009	Le Tunnel sous Berlin, 1955-1956
1/10/2009	Les liens entre Berlin-Est et le terrorisme dans les annees 70 et 80
7/11/2009	Les mysteres du Mur
4/11/2009	Jacques Monsieur - 1
1/11/2009	Jacques Monsieur - 2
8/11/2009	La Guinee - 1
5/12/2009	La Guinee - 2
2/12/2009	La Revolution roumaine, decembre 1989 - 1
9/12/2009	La Revolution roumaine, decembre 1989 - 2
6/12/2009	le SAC - 1 (R)
2/01/2010	le SAC - 2 (R)
9/01/2010	L'affaire Tinner
6/01/2010	Les Tupamaros - 1
3/01/2010	Les Tupamaros - 2
0/01/2010	Heinz Felfe le Philby allemand
6/02/2010	Le Yemen - 1
3/02/2010	Le Yemen - 2
0/02/2010	Le conflit du Haut Karabakh
7/02/2010	La guerre civile au Suriname
6/03/2010	Moussa Sadr - 1
3/03/2010	Moussa Sadr - 2
0/03/2010	Katrina Leung, agent triple chinois
7/03/2010	Georges Albertini - 1
3/04/2010	Georges Albertini - 2
0/04/2010	Victor Bout
7/04/2010	Le Nigeria - 1
4/04/2010	Le Nigeria - 2
1/05/2010	Jimmy Hoffa, patron des Teamsters
8/05/2010	Septembre 1989, l'attentat contre le DC10 d'UTA - 1
5/05/2010	Septembre 1989, l'attentat contre le DC10 d'UTA - 2
2/05/2010	Mars 1968, le mysterieux naufrage du sous-marin sovietique K129
9/05/2010	John Walker ou l'espionnage en famille
